model,match_id,match,is_wc,outcome,action,model_p,implied,diff,hit,pnl
M2 NegBin+DC,26JUN06ALBLUX,Albania vs Luxembourg,False,away,SELL,0.1006,0.451,-0.3504,1.0,-0.549
M3 NegBin+Frank,26JUN06ALBLUX,Albania vs Luxembourg,False,home,BUY,0.5043,0.2255,0.2788,0.0,-0.2255
M3 NegBin+Frank,26JUN06ALBLUX,Albania vs Luxembourg,False,draw,BUY,0.4029,0.3235,0.0794,0.0,-0.3235
M3 NegBin+Frank,26JUN06ALBLUX,Albania vs Luxembourg,False,away,SELL,0.0929,0.451,-0.3581,1.0,-0.549
M5 NegBin+Frank (calib 1X2+O/U),26JUN06ALBLUX,Albania vs Luxembourg,False,home,SELL,0.1215,0.2255,-0.104,0.0,0.2255
M5 NegBin+Frank (calib 1X2+O/U),26JUN06ALBLUX,Albania vs Luxembourg,False,draw,BUY,0.587,0.3235,0.2634,0.0,-0.3235
M5 NegBin+Frank (calib 1X2+O/U),26JUN06ALBLUX,Albania vs Luxembourg,False,away,SELL,0.2915,0.451,-0.1594,1.0,-0.549
M1 Poisson+DC,26JUN06USAGER,USA vs Germany,False,home,BUY,0.1557,0.0882,0.0675,0.0,-0.0882
M1 Poisson+DC,26JUN06USAGER,USA vs Germany,False,away,SELL,0.668,0.7451,-0.0771,1.0,-0.2549
M2 NegBin+DC,26JUN06USAGER,USA vs Germany,False,home,BUY,0.1581,0.0882,0.0699,0.0,-0.0882
M2 NegBin+DC,26JUN06USAGER,USA vs Germany,False,away,SELL,0.665,0.7451,-0.0801,1.0,-0.2549
M3 NegBin+Frank,26JUN06USAGER,USA vs Germany,False,home,BUY,0.1484,0.0882,0.0602,0.0,-0.0882
M3 NegBin+Frank,26JUN06USAGER,USA vs Germany,False,away,SELL,0.6792,0.7451,-0.0659,1.0,-0.2549
M5 NegBin+Frank (calib 1X2+O/U),26JUN06USAGER,USA vs Germany,False,draw,SELL,0.1013,0.1667,-0.0653,0.0,0.1667
M5 NegBin+Frank (calib 1X2+O/U),26JUN06USAGER,USA vs Germany,False,away,BUY,0.8239,0.7451,0.0788,1.0,0.2549
M1 Poisson+DC,26JUN06SUIAUS,Switzerland vs Australia,False,home,SELL,0.5124,0.8137,-0.3013,0.0,0.8137
M1 Poisson+DC,26JUN06SUIAUS,Switzerland vs Australia,False,draw,BUY,0.2834,0.1471,0.1364,1.0,0.8529
M1 Poisson+DC,26JUN06SUIAUS,Switzerland vs Australia,False,away,BUY,0.2041,0.0392,0.1649,0.0,-0.0392
M2 NegBin+DC,26JUN06SUIAUS,Switzerland vs Australia,False,home,SELL,0.5112,0.8137,-0.3025,0.0,0.8137
M2 NegBin+DC,26JUN06SUIAUS,Switzerland vs Australia,False,draw,BUY,0.2838,0.1471,0.1367,1.0,0.8529
M2 NegBin+DC,26JUN06SUIAUS,Switzerland vs Australia,False,away,BUY,0.205,0.0392,0.1658,0.0,-0.0392
M3 NegBin+Frank,26JUN06SUIAUS,Switzerland vs Australia,False,home,SELL,0.5276,0.8137,-0.2861,0.0,0.8137
M3 NegBin+Frank,26JUN06SUIAUS,Switzerland vs Australia,False,draw,BUY,0.2812,0.1471,0.1341,1.0,0.8529
M3 NegBin+Frank,26JUN06SUIAUS,Switzerland vs Australia,False,away,BUY,0.1912,0.0392,0.152,0.0,-0.0392
M5 NegBin+Frank (calib 1X2+O/U),26JUN06SUIAUS,Switzerland vs Australia,False,draw,BUY,0.1883,0.1471,0.0413,1.0,0.8529
M5 NegBin+Frank (calib 1X2+O/U),26JUN06SUIAUS,Switzerland vs Australia,False,away,SELL,0.0166,0.0392,-0.0227,0.0,0.0392
M1 Poisson+DC,26JUN06PANBIH,Panama vs Bosnia and Herzegovina,False,draw,SELL,0.2902,0.3861,-0.096,1.0,-0.6139
M1 Poisson+DC,26JUN06PANBIH,Panama vs Bosnia and Herzegovina,False,away,BUY,0.4272,0.3465,0.0806,0.0,-0.3465
M2 NegBin+DC,26JUN06PANBIH,Panama vs Bosnia and Herzegovina,False,draw,SELL,0.2902,0.3861,-0.0959,1.0,-0.6139
M2 NegBin+DC,26JUN06PANBIH,Panama vs Bosnia and Herzegovina,False,away,BUY,0.4256,0.3465,0.0791,0.0,-0.3465
M3 NegBin+Frank,26JUN06PANBIH,Panama vs Bosnia and Herzegovina,False,draw,SELL,0.2977,0.3861,-0.0885,1.0,-0.6139
M3 NegBin+Frank,26JUN06PANBIH,Panama vs Bosnia and Herzegovina,False,away,BUY,0.4251,0.3465,0.0786,0.0,-0.3465
M1 Poisson+DC,26JUN06BOLSCO,Bolivia vs Scotland,False,home,BUY,0.1646,0.0099,0.1547,0.0,-0.0099
M1 Poisson+DC,26JUN06BOLSCO,Bolivia vs Scotland,False,draw,BUY,0.2705,0.0099,0.2606,0.0,-0.0099
M1 Poisson+DC,26JUN06BOLSCO,Bolivia vs Scotland,False,away,SELL,0.5649,0.9802,-0.4153,1.0,-0.0198
M2 NegBin+DC,26JUN06BOLSCO,Bolivia vs Scotland,False,home,BUY,0.1653,0.0099,0.1554,0.0,-0.0099
M2 NegBin+DC,26JUN06BOLSCO,Bolivia vs Scotland,False,draw,BUY,0.2708,0.0099,0.2609,0.0,-0.0099
M2 NegBin+DC,26JUN06BOLSCO,Bolivia vs Scotland,False,away,SELL,0.5639,0.9802,-0.4163,1.0,-0.0198
M3 NegBin+Frank,26JUN06BOLSCO,Bolivia vs Scotland,False,home,BUY,0.1519,0.0099,0.142,0.0,-0.0099
M3 NegBin+Frank,26JUN06BOLSCO,Bolivia vs Scotland,False,draw,BUY,0.2601,0.0099,0.2502,0.0,-0.0099
M3 NegBin+Frank,26JUN06BOLSCO,Bolivia vs Scotland,False,away,SELL,0.588,0.9802,-0.3922,1.0,-0.0198
M1 Poisson+DC,26JUN06ENGNZL,England vs New Zealand,False,home,SELL,0.8039,0.9406,-0.1367,1.0,-0.0594
M1 Poisson+DC,26JUN06ENGNZL,England vs New Zealand,False,draw,BUY,0.1568,0.0495,0.1073,0.0,-0.0495
M1 Poisson+DC,26JUN06ENGNZL,England vs New Zealand,False,away,BUY,0.0393,0.0099,0.0294,0.0,-0.0099
M2 NegBin+DC,26JUN06ENGNZL,England vs New Zealand,False,home,SELL,0.8021,0.9406,-0.1384,1.0,-0.0594
M2 NegBin+DC,26JUN06ENGNZL,England vs New Zealand,False,draw,BUY,0.158,0.0495,0.1085,0.0,-0.0495
M2 NegBin+DC,26JUN06ENGNZL,England vs New Zealand,False,away,BUY,0.0399,0.0099,0.03,0.0,-0.0099
M3 NegBin+Frank,26JUN06ENGNZL,England vs New Zealand,False,home,SELL,0.8162,0.9406,-0.1244,1.0,-0.0594
M3 NegBin+Frank,26JUN06ENGNZL,England vs New Zealand,False,draw,BUY,0.1476,0.0495,0.0981,0.0,-0.0495
M3 NegBin+Frank,26JUN06ENGNZL,England vs New Zealand,False,away,BUY,0.0362,0.0099,0.0263,0.0,-0.0099
M5 NegBin+Frank (calib 1X2+O/U),26JUN06ENGNZL,England vs New Zealand,False,home,SELL,0.5907,0.9406,-0.3499,1.0,-0.0594
M5 NegBin+Frank (calib 1X2+O/U),26JUN06ENGNZL,England vs New Zealand,False,draw,BUY,0.4068,0.0495,0.3573,0.0,-0.0495
M1 Poisson+DC,26JUN06QATSLV,Qatar vs El Salvador,False,home,BUY,0.559,0.3627,0.1962,0.0,-0.3627
M1 Poisson+DC,26JUN06QATSLV,Qatar vs El Salvador,False,draw,SELL,0.2959,0.451,-0.1551,1.0,-0.549
M1 Poisson+DC,26JUN06QATSLV,Qatar vs El Salvador,False,away,SELL,0.1452,0.1863,-0.0411,0.0,0.1863
M2 NegBin+DC,26JUN06QATSLV,Qatar vs El Salvador,False,home,BUY,0.5582,0.3627,0.1954,0.0,-0.3627
M2 NegBin+DC,26JUN06QATSLV,Qatar vs El Salvador,False,draw,SELL,0.2963,0.451,-0.1547,1.0,-0.549
M2 NegBin+DC,26JUN06QATSLV,Qatar vs El Salvador,False,away,SELL,0.1455,0.1863,-0.0407,0.0,0.1863
M3 NegBin+Frank,26JUN06QATSLV,Qatar vs El Salvador,False,home,BUY,0.5637,0.3627,0.2009,0.0,-0.3627
M3 NegBin+Frank,26JUN06QATSLV,Qatar vs El Salvador,False,draw,SELL,0.2969,0.451,-0.1541,1.0,-0.549
M3 NegBin+Frank,26JUN06QATSLV,Qatar vs El Salvador,False,away,SELL,0.1394,0.1863,-0.0469,0.0,0.1863
M5 NegBin+Frank (calib 1X2+O/U),26JUN06QATSLV,Qatar vs El Salvador,False,home,SELL,0.2495,0.3627,-0.1133,0.0,0.3627
M5 NegBin+Frank (calib 1X2+O/U),26JUN06QATSLV,Qatar vs El Salvador,False,draw,BUY,0.638,0.451,0.1871,1.0,0.549
M5 NegBin+Frank (calib 1X2+O/U),26JUN06QATSLV,Qatar vs El Salvador,False,away,SELL,0.1125,0.1863,-0.0738,0.0,0.1863
M1 Poisson+DC,26JUN06BRAEGY,Brazil vs Egypt,False,home,SELL,0.5878,0.6832,-0.0953,1.0,-0.3168
M1 Poisson+DC,26JUN06BRAEGY,Brazil vs Egypt,False,draw,BUY,0.262,0.2178,0.0441,0.0,-0.2178
M1 Poisson+DC,26JUN06BRAEGY,Brazil vs Egypt,False,away,BUY,0.1502,0.099,0.0512,0.0,-0.099
M2 NegBin+DC,26JUN06BRAEGY,Brazil vs Egypt,False,home,SELL,0.5869,0.6832,-0.0963,1.0,-0.3168
M2 NegBin+DC,26JUN06BRAEGY,Brazil vs Egypt,False,draw,BUY,0.2622,0.2178,0.0443,0.0,-0.2178
M2 NegBin+DC,26JUN06BRAEGY,Brazil vs Egypt,False,away,BUY,0.151,0.099,0.0519,0.0,-0.099
M3 NegBin+Frank,26JUN06BRAEGY,Brazil vs Egypt,False,home,SELL,0.5985,0.6832,-0.0847,1.0,-0.3168
M3 NegBin+Frank,26JUN06BRAEGY,Brazil vs Egypt,False,draw,BUY,0.2586,0.2178,0.0407,0.0,-0.2178
M3 NegBin+Frank,26JUN06BRAEGY,Brazil vs Egypt,False,away,BUY,0.1429,0.099,0.0439,0.0,-0.099
M5 NegBin+Frank (calib 1X2+O/U),26JUN06BRAEGY,Brazil vs Egypt,False,home,BUY,0.7262,0.6832,0.043,1.0,0.3168
M5 NegBin+Frank (calib 1X2+O/U),26JUN06BRAEGY,Brazil vs Egypt,False,draw,SELL,0.1787,0.2178,-0.0392,0.0,0.2178
M1 Poisson+DC,26JUN06VENTUR,Venezuela vs Turkiye,False,home,BUY,0.1846,0.15,0.0346,0.0,-0.15
M1 Poisson+DC,26JUN06VENTUR,Venezuela vs Turkiye,False,draw,SELL,0.2424,0.31,-0.0676,0.0,0.31
M1 Poisson+DC,26JUN06VENTUR,Venezuela vs Turkiye,False,away,BUY,0.573,0.54,0.033,1.0,0.46
M2 NegBin+DC,26JUN06VENTUR,Venezuela vs Turkiye,False,home,BUY,0.1857,0.15,0.0357,0.0,-0.15
M2 NegBin+DC,26JUN06VENTUR,Venezuela vs Turkiye,False,draw,SELL,0.2425,0.31,-0.0675,0.0,0.31
M2 NegBin+DC,26JUN06VENTUR,Venezuela vs Turkiye,False,away,BUY,0.5718,0.54,0.0318,1.0,0.46
M3 NegBin+Frank,26JUN06VENTUR,Venezuela vs Turkiye,False,home,BUY,0.1713,0.15,0.0213,0.0,-0.15
M3 NegBin+Frank,26JUN06VENTUR,Venezuela vs Turkiye,False,draw,SELL,0.2356,0.31,-0.0744,0.0,0.31
M3 NegBin+Frank,26JUN06VENTUR,Venezuela vs Turkiye,False,away,BUY,0.5931,0.54,0.0531,1.0,0.46
M5 NegBin+Frank (calib 1X2+O/U),26JUN06VENTUR,Venezuela vs Turkiye,False,home,BUY,0.1726,0.15,0.0226,0.0,-0.15
M5 NegBin+Frank (calib 1X2+O/U),26JUN06VENTUR,Venezuela vs Turkiye,False,draw,SELL,0.2229,0.31,-0.0871,0.0,0.31
M5 NegBin+Frank (calib 1X2+O/U),26JUN06VENTUR,Venezuela vs Turkiye,False,away,BUY,0.6045,0.54,0.0645,1.0,0.46
M1 Poisson+DC,26JUN06ARGHND,Argentina vs Honduras,False,home,SELL,0.8732,0.9307,-0.0575,1.0,-0.0693
M1 Poisson+DC,26JUN06ARGHND,Argentina vs Honduras,False,draw,BUY,0.1108,0.0495,0.0613,0.0,-0.0495
M2 NegBin+DC,26JUN06ARGHND,Argentina vs Honduras,False,home,SELL,0.8712,0.9307,-0.0594,1.0,-0.0693
M2 NegBin+DC,26JUN06ARGHND,Argentina vs Honduras,False,draw,BUY,0.1124,0.0495,0.0629,0.0,-0.0495
M3 NegBin+Frank,26JUN06ARGHND,Argentina vs Honduras,False,home,SELL,0.8766,0.9307,-0.0541,1.0,-0.0693
M3 NegBin+Frank,26JUN06ARGHND,Argentina vs Honduras,False,draw,BUY,0.1077,0.0495,0.0582,0.0,-0.0495
M4 NegBin+Frank (calib 1X2),26JUN06ARGHND,Argentina vs Honduras,False,home,BUY,0.9559,0.9307,0.0252,1.0,0.0693
M5 NegBin+Frank (calib 1X2+O/U),26JUN06ARGHND,Argentina vs Honduras,False,home,SELL,0.8743,0.9307,-0.0564,1.0,-0.0693
M5 NegBin+Frank (calib 1X2+O/U),26JUN06ARGHND,Argentina vs Honduras,False,draw,BUY,0.1217,0.0495,0.0722,0.0,-0.0495
M1 Poisson+DC,26JUN06CUWARU,Curacao vs Aruba,False,home,BUY,0.8928,0.6538,0.2389,1.0,0.3462
M1 Poisson+DC,26JUN06CUWARU,Curacao vs Aruba,False,draw,SELL,0.0778,0.2692,-0.1914,0.0,0.2692
M1 Poisson+DC,26JUN06CUWARU,Curacao vs Aruba,False,away,SELL,0.0295,0.0769,-0.0475,0.0,0.0769
M2 NegBin+DC,26JUN06CUWARU,Curacao vs Aruba,False,home,BUY,0.8907,0.6538,0.2369,1.0,0.3462
M2 NegBin+DC,26JUN06CUWARU,Curacao vs Aruba,False,draw,SELL,0.0791,0.2692,-0.1901,0.0,0.2692
M2 NegBin+DC,26JUN06CUWARU,Curacao vs Aruba,False,away,SELL,0.0302,0.0769,-0.0468,0.0,0.0769
M3 NegBin+Frank,26JUN06CUWARU,Curacao vs Aruba,False,home,BUY,0.9142,0.6538,0.2604,1.0,0.3462
M3 NegBin+Frank,26JUN06CUWARU,Curacao vs Aruba,False,draw,SELL,0.0624,0.2692,-0.2069,0.0,0.2692
M3 NegBin+Frank,26JUN06CUWARU,Curacao vs Aruba,False,away,SELL,0.0234,0.0769,-0.0535,0.0,0.0769
M5 NegBin+Frank (calib 1X2+O/U),26JUN06CUWARU,Curacao vs Aruba,False,home,BUY,0.7817,0.6538,0.1279,1.0,0.3462
M5 NegBin+Frank (calib 1X2+O/U),26JUN06CUWARU,Curacao vs Aruba,False,draw,SELL,0.1132,0.2692,-0.156,0.0,0.2692
M5 NegBin+Frank (calib 1X2+O/U),26JUN06CUWARU,Curacao vs Aruba,False,away,BUY,0.1051,0.0769,0.0282,0.0,-0.0769
M1 Poisson+DC,26JUN07LIECYP,Liechtenstein vs Cyprus,False,draw,BUY,0.1382,0.0588,0.0793,0.0,-0.0588
M1 Poisson+DC,26JUN07LIECYP,Liechtenstein vs Cyprus,False,away,SELL,0.8249,0.9216,-0.0966,1.0,-0.0784
M2 NegBin+DC,26JUN07LIECYP,Liechtenstein vs Cyprus,False,draw,BUY,0.139,0.0588,0.0802,0.0,-0.0588
M2 NegBin+DC,26JUN07LIECYP,Liechtenstein vs Cyprus,False,away,SELL,0.8236,0.9216,-0.098,1.0,-0.0784
M3 NegBin+Frank,26JUN07LIECYP,Liechtenstein vs Cyprus,False,draw,BUY,0.1257,0.0588,0.0668,0.0,-0.0588
M3 NegBin+Frank,26JUN07LIECYP,Liechtenstein vs Cyprus,False,away,SELL,0.8425,0.9216,-0.0791,1.0,-0.0784
M5 NegBin+Frank (calib 1X2+O/U),26JUN07LIECYP,Liechtenstein vs Cyprus,False,draw,BUY,0.1545,0.0588,0.0957,0.0,-0.0588
M5 NegBin+Frank (calib 1X2+O/U),26JUN07LIECYP,Liechtenstein vs Cyprus,False,away,SELL,0.8411,0.9216,-0.0805,1.0,-0.0784
M1 Poisson+DC,26JUN07KOSAND,Kosovo vs Andorra,False,home,SELL,0.8909,0.9208,-0.0299,1.0,-0.0792
M1 Poisson+DC,26JUN07KOSAND,Kosovo vs Andorra,False,draw,BUY,0.096,0.0594,0.0366,0.0,-0.0594
M2 NegBin+DC,26JUN07KOSAND,Kosovo vs Andorra,False,home,SELL,0.8892,0.9208,-0.0316,1.0,-0.0792
M2 NegBin+DC,26JUN07KOSAND,Kosovo vs Andorra,False,draw,BUY,0.0976,0.0594,0.0382,0.0,-0.0594
M3 NegBin+Frank,26JUN07KOSAND,Kosovo vs Andorra,False,draw,BUY,0.0831,0.0594,0.0237,0.0,-0.0594
M5 NegBin+Frank (calib 1X2+O/U),26JUN07KOSAND,Kosovo vs Andorra,False,home,BUY,0.9562,0.9208,0.0354,1.0,0.0792
M1 Poisson+DC,26JUN07CROSLO,Croatia vs Slovenia,False,home,SELL,0.5895,0.6176,-0.0281,1.0,-0.3824
M1 Poisson+DC,26JUN07CROSLO,Croatia vs Slovenia,False,draw,BUY,0.276,0.2353,0.0407,0.0,-0.2353
M2 NegBin+DC,26JUN07CROSLO,Croatia vs Slovenia,False,home,SELL,0.589,0.6176,-0.0286,1.0,-0.3824
M2 NegBin+DC,26JUN07CROSLO,Croatia vs Slovenia,False,draw,BUY,0.2761,0.2353,0.0408,0.0,-0.2353
M3 NegBin+Frank,26JUN07CROSLO,Croatia vs Slovenia,False,draw,BUY,0.2719,0.2353,0.0366,0.0,-0.2353
M3 NegBin+Frank,26JUN07CROSLO,Croatia vs Slovenia,False,away,SELL,0.1233,0.1471,-0.0237,0.0,0.1471
M5 NegBin+Frank (calib 1X2+O/U),26JUN07CROSLO,Croatia vs Slovenia,False,draw,BUY,0.2682,0.2353,0.0329,0.0,-0.2353
M5 NegBin+Frank (calib 1X2+O/U),26JUN07CROSLO,Croatia vs Slovenia,False,away,SELL,0.1259,0.1471,-0.0211,0.0,0.1471
M1 Poisson+DC,26JUN07GREITA,Greece vs Italy,False,home,BUY,0.398,0.0784,0.3195,0.0,-0.0784
M1 Poisson+DC,26JUN07GREITA,Greece vs Italy,False,draw,BUY,0.2767,0.2157,0.0611,0.0,-0.2157
M1 Poisson+DC,26JUN07GREITA,Greece vs Italy,False,away,SELL,0.3253,0.7059,-0.3806,1.0,-0.2941
M2 NegBin+DC,26JUN07GREITA,Greece vs Italy,False,home,BUY,0.3972,0.0784,0.3188,0.0,-0.0784
M2 NegBin+DC,26JUN07GREITA,Greece vs Italy,False,draw,BUY,0.2764,0.2157,0.0607,0.0,-0.2157
M2 NegBin+DC,26JUN07GREITA,Greece vs Italy,False,away,SELL,0.3264,0.7059,-0.3795,1.0,-0.2941
M3 NegBin+Frank,26JUN07GREITA,Greece vs Italy,False,home,BUY,0.4064,0.0784,0.328,0.0,-0.0784
M3 NegBin+Frank,26JUN07GREITA,Greece vs Italy,False,draw,BUY,0.2771,0.2157,0.0614,0.0,-0.2157
M3 NegBin+Frank,26JUN07GREITA,Greece vs Italy,False,away,SELL,0.3165,0.7059,-0.3894,1.0,-0.2941
M5 NegBin+Frank (calib 1X2+O/U),26JUN07GREITA,Greece vs Italy,False,home,SELL,0.0305,0.0784,-0.048,0.0,0.0784
M5 NegBin+Frank (calib 1X2+O/U),26JUN07GREITA,Greece vs Italy,False,draw,BUY,0.5009,0.2157,0.2852,0.0,-0.2157
M5 NegBin+Frank (calib 1X2+O/U),26JUN07GREITA,Greece vs Italy,False,away,SELL,0.4687,0.7059,-0.2372,1.0,-0.2941
M1 Poisson+DC,26JUN07MARNOR,Morocco vs Norway,False,home,SELL,0.3535,0.6,-0.2465,0.0,0.6
M1 Poisson+DC,26JUN07MARNOR,Morocco vs Norway,False,draw,BUY,0.3712,0.26,0.1112,1.0,0.74
M1 Poisson+DC,26JUN07MARNOR,Morocco vs Norway,False,away,BUY,0.2752,0.14,0.1352,0.0,-0.14
M2 NegBin+DC,26JUN07MARNOR,Morocco vs Norway,False,home,SELL,0.3542,0.6,-0.2458,0.0,0.6
M2 NegBin+DC,26JUN07MARNOR,Morocco vs Norway,False,draw,BUY,0.3712,0.26,0.1112,1.0,0.74
M2 NegBin+DC,26JUN07MARNOR,Morocco vs Norway,False,away,BUY,0.2746,0.14,0.1346,0.0,-0.14
M3 NegBin+Frank,26JUN07MARNOR,Morocco vs Norway,False,home,SELL,0.354,0.6,-0.246,0.0,0.6
M3 NegBin+Frank,26JUN07MARNOR,Morocco vs Norway,False,draw,BUY,0.3867,0.26,0.1267,1.0,0.74
M3 NegBin+Frank,26JUN07MARNOR,Morocco vs Norway,False,away,BUY,0.2592,0.14,0.1192,0.0,-0.14
M5 NegBin+Frank (calib 1X2+O/U),26JUN07MARNOR,Morocco vs Norway,False,away,SELL,0.1194,0.14,-0.0206,0.0,0.14
M1 Poisson+DC,26JUN07ECUGTM,Ecuador vs Guatemala,False,home,SELL,0.871,0.902,-0.031,1.0,-0.098
M1 Poisson+DC,26JUN07ECUGTM,Ecuador vs Guatemala,False,draw,BUY,0.1086,0.0784,0.0301,0.0,-0.0784
M2 NegBin+DC,26JUN07ECUGTM,Ecuador vs Guatemala,False,home,SELL,0.8685,0.902,-0.0335,1.0,-0.098
M2 NegBin+DC,26JUN07ECUGTM,Ecuador vs Guatemala,False,draw,BUY,0.1105,0.0784,0.0321,0.0,-0.0784
M3 NegBin+Frank,26JUN07ECUGTM,Ecuador vs Guatemala,False,home,SELL,0.869,0.902,-0.033,1.0,-0.098
M3 NegBin+Frank,26JUN07ECUGTM,Ecuador vs Guatemala,False,draw,BUY,0.1104,0.0784,0.032,0.0,-0.0784
M5 NegBin+Frank (calib 1X2+O/U),26JUN07ECUGTM,Ecuador vs Guatemala,False,home,BUY,0.9664,0.902,0.0644,1.0,0.098
M5 NegBin+Frank (calib 1X2+O/U),26JUN07ECUGTM,Ecuador vs Guatemala,False,draw,SELL,0.0291,0.0784,-0.0494,0.0,0.0784
M1 Poisson+DC,26JUN07COLJOR,Colombia vs Jordan,False,home,SELL,0.7751,0.8824,-0.1072,1.0,-0.1176
M1 Poisson+DC,26JUN07COLJOR,Colombia vs Jordan,False,draw,BUY,0.1451,0.0882,0.0569,0.0,-0.0882
M1 Poisson+DC,26JUN07COLJOR,Colombia vs Jordan,False,away,BUY,0.0798,0.0294,0.0503,0.0,-0.0294
M2 NegBin+DC,26JUN07COLJOR,Colombia vs Jordan,False,home,SELL,0.7734,0.8824,-0.1089,1.0,-0.1176
M2 NegBin+DC,26JUN07COLJOR,Colombia vs Jordan,False,draw,BUY,0.1458,0.0882,0.0576,0.0,-0.0882
M2 NegBin+DC,26JUN07COLJOR,Colombia vs Jordan,False,away,BUY,0.0808,0.0294,0.0514,0.0,-0.0294
M3 NegBin+Frank,26JUN07COLJOR,Colombia vs Jordan,False,home,SELL,0.7902,0.8824,-0.0922,1.0,-0.1176
M3 NegBin+Frank,26JUN07COLJOR,Colombia vs Jordan,False,draw,BUY,0.1356,0.0882,0.0473,0.0,-0.0882
M3 NegBin+Frank,26JUN07COLJOR,Colombia vs Jordan,False,away,BUY,0.0743,0.0294,0.0449,0.0,-0.0294
M5 NegBin+Frank (calib 1X2+O/U),26JUN07COLJOR,Colombia vs Jordan,False,home,SELL,0.824,0.8824,-0.0584,1.0,-0.1176
M5 NegBin+Frank (calib 1X2+O/U),26JUN07COLJOR,Colombia vs Jordan,False,draw,BUY,0.168,0.0882,0.0798,0.0,-0.0882
M5 NegBin+Frank (calib 1X2+O/U),26JUN07COLJOR,Colombia vs Jordan,False,away,SELL,0.008,0.0294,-0.0214,0.0,0.0294
M1 Poisson+DC,26JUN11MEXRSA,Mexico vs South Africa,True,away,SELL,0.0863,0.1078,-0.0216,0.0,0.1078
M2 NegBin+DC,26JUN11MEXRSA,Mexico vs South Africa,True,away,SELL,0.087,0.1078,-0.0209,0.0,0.1078
M3 NegBin+Frank,26JUN11MEXRSA,Mexico vs South Africa,True,home,BUY,0.7135,0.6863,0.0273,1.0,0.3137
M3 NegBin+Frank,26JUN11MEXRSA,Mexico vs South Africa,True,away,SELL,0.0781,0.1078,-0.0298,0.0,0.1078
M5 NegBin+Frank (calib 1X2+O/U),26JUN11MEXRSA,Mexico vs South Africa,True,away,SELL,0.0712,0.1078,-0.0367,0.0,0.1078
M1 Poisson+DC,26JUN11KORCZE,Korea Republic vs Czechia,True,home,BUY,0.4108,0.3333,0.0774,1.0,0.6667
M1 Poisson+DC,26JUN11KORCZE,Korea Republic vs Czechia,True,draw,SELL,0.2793,0.4314,-0.1521,0.0,0.4314
M1 Poisson+DC,26JUN11KORCZE,Korea Republic vs Czechia,True,away,BUY,0.3099,0.2353,0.0747,0.0,-0.2353
M2 NegBin+DC,26JUN11KORCZE,Korea Republic vs Czechia,True,home,BUY,0.4108,0.3333,0.0775,1.0,0.6667
M2 NegBin+DC,26JUN11KORCZE,Korea Republic vs Czechia,True,draw,SELL,0.279,0.4314,-0.1524,0.0,0.4314
M2 NegBin+DC,26JUN11KORCZE,Korea Republic vs Czechia,True,away,BUY,0.3101,0.2353,0.0749,0.0,-0.2353
M3 NegBin+Frank,26JUN11KORCZE,Korea Republic vs Czechia,True,home,BUY,0.4191,0.3333,0.0857,1.0,0.6667
M3 NegBin+Frank,26JUN11KORCZE,Korea Republic vs Czechia,True,draw,SELL,0.2819,0.4314,-0.1495,0.0,0.4314
M3 NegBin+Frank,26JUN11KORCZE,Korea Republic vs Czechia,True,away,BUY,0.2991,0.2353,0.0638,0.0,-0.2353
M5 NegBin+Frank (calib 1X2+O/U),26JUN11KORCZE,Korea Republic vs Czechia,True,home,BUY,0.4239,0.3333,0.0906,1.0,0.6667
M5 NegBin+Frank (calib 1X2+O/U),26JUN11KORCZE,Korea Republic vs Czechia,True,draw,SELL,0.2649,0.4314,-0.1665,0.0,0.4314
M5 NegBin+Frank (calib 1X2+O/U),26JUN11KORCZE,Korea Republic vs Czechia,True,away,BUY,0.3112,0.2353,0.0759,0.0,-0.2353
M1 Poisson+DC,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,home,BUY,0.5861,0.24,0.3461,0.0,-0.24
M1 Poisson+DC,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,draw,SELL,0.2756,0.32,-0.0444,1.0,-0.68
M1 Poisson+DC,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,away,SELL,0.1383,0.44,-0.3017,0.0,0.44
M2 NegBin+DC,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,home,BUY,0.5853,0.24,0.3453,0.0,-0.24
M2 NegBin+DC,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,draw,SELL,0.276,0.32,-0.044,1.0,-0.68
M2 NegBin+DC,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,away,SELL,0.1387,0.44,-0.3013,0.0,0.44
M3 NegBin+Frank,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,home,BUY,0.5893,0.24,0.3493,0.0,-0.24
M3 NegBin+Frank,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,draw,SELL,0.2789,0.32,-0.0411,1.0,-0.68
M3 NegBin+Frank,26JUN12CANBIH,Canada vs Bosnia and Herzegovina,True,away,SELL,0.1317,0.44,-0.3083,0.0,0.44
M1 Poisson+DC,26JUN12USAPAR,USA vs Paraguay,True,home,SELL,0.3945,0.4706,-0.0761,1.0,-0.5294
M1 Poisson+DC,26JUN12USAPAR,USA vs Paraguay,True,draw,SELL,0.2655,0.2941,-0.0286,0.0,0.2941
